Area,Room,Parking,Warehouse,Elevator,Address,Address_Type,Price_Dollar
80,2,FALSE,TRUE,FALSE,Northern Janatabad,41,73333.33
75,2,TRUE,FALSE,TRUE,Parastar,95,76666.67
99,3,TRUE,TRUE,TRUE,North Program Organization,5,139666.67
90,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,136633.33
129,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,150000
245,3,TRUE,TRUE,TRUE,Aqdasieh,33,1216666.67
102,2,TRUE,TRUE,FALSE,Parastar,95,67666.67
141,3,TRUE,TRUE,TRUE,Pakdasht,34,40833.33
96,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,128000
155,3,TRUE,TRUE,TRUE,Heravi,73,286666.67
300,3,TRUE,TRUE,TRUE,Farmanieh,29,1850000
87,2,TRUE,TRUE,TRUE,Gheitarieh,70,208800
87,2,TRUE,TRUE,TRUE,Gheitarieh,70,208800
105,2,TRUE,TRUE,TRUE,Gheitarieh,70,206666.67
61,1,TRUE,TRUE,TRUE,Shahran,1,61666.67
88,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,123333.33
160,2,TRUE,TRUE,TRUE,Pardis,2,64333.33
130,2,TRUE,TRUE,TRUE,Southern Chitgar,100,108333.33
150,3,TRUE,TRUE,TRUE,Karimkhan,101,260000
144,2,TRUE,TRUE,TRUE,Railway,35,220000
91,2,TRUE,TRUE,TRUE,Southern Janatabad,19,150000
133,3,TRUE,TRUE,TRUE,Rudhen,44,75333.33
71,2,TRUE,TRUE,TRUE,Si Metri Ji,102,54433.33
64,1,TRUE,TRUE,TRUE,Pardis,2,22666.67
132,2,TRUE,TRUE,TRUE,Rudhen,44,74800
95,2,TRUE,TRUE,TRUE,Abazar,92,186666.67
95,2,TRUE,TRUE,TRUE,Abazar,92,150000
102,2,TRUE,TRUE,TRUE,Abazar,92,173333.33
120,2,TRUE,TRUE,TRUE,Abazar,92,208333.33
117,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,153333.33
55,1,TRUE,TRUE,TRUE,Karoon,103,52333.33
60,1,TRUE,TRUE,TRUE,Northern Chitgar,104,9833.33
85,2,TRUE,TRUE,TRUE,Jeyhoon,700,63333.33
80,2,FALSE,TRUE,TRUE,Jeyhoon,700,58333.33
54,1,TRUE,TRUE,TRUE,Jeyhoon,700,50000
57,1,TRUE,TRUE,TRUE,Feiz Garden,22,62666.67
101,2,TRUE,FALSE,TRUE,Pirouzi,12,104333.33
65,2,TRUE,TRUE,FALSE,Feiz Garden,22,65333.33
91,2,TRUE,TRUE,TRUE,Punak,31,107666.67
105,2,TRUE,TRUE,TRUE,Pardis,2,23000
86,2,TRUE,TRUE,TRUE,Central Janatabad,36,116000
200,3,TRUE,TRUE,TRUE,Farmanieh,29,1166666.67
87,2,TRUE,TRUE,TRUE,Pardis,2,25333.33
103,2,TRUE,TRUE,TRUE,Shahran,1,118333.33
81,2,TRUE,TRUE,TRUE,East Pars,105,96390
73,2,TRUE,TRUE,TRUE,Feiz Garden,22,86666.67
90,2,TRUE,TRUE,TRUE,Northern Chitgar,104,15166.67
134,3,TRUE,TRUE,TRUE,Andisheh,6,53333.33
60,1,TRUE,TRUE,TRUE,Shahran,1,61666.67
51,1,TRUE,TRUE,FALSE,Shahran,1,67333.33
108,2,TRUE,TRUE,FALSE,Pardis,2,43333.33
86,2,TRUE,TRUE,TRUE,Pardis,2,20333.33
110,2,TRUE,TRUE,FALSE,Pardis,2,62333.33
88,2,TRUE,TRUE,TRUE,Pardis,2,24666.67
85,2,TRUE,TRUE,TRUE,Pardis,2,26000
100,2,TRUE,TRUE,TRUE,Pirouzi,12,100000
87,2,TRUE,TRUE,TRUE,Pardis,2,23833.33
191,3,TRUE,TRUE,TRUE,Farmanieh,29,604833.33
91,2,TRUE,TRUE,TRUE,Salsabil,20,69766.67
282,3,TRUE,TRUE,TRUE,Farmanieh,29,1222000
282,2,TRUE,TRUE,TRUE,Niavaran,80,1000000
210,3,TRUE,TRUE,TRUE,Farmanieh,29,770000
87,2,TRUE,TRUE,TRUE,Pardis,2,21666.67
170,2,TRUE,TRUE,TRUE,Kook,404,238000
89,2,TRUE,TRUE,TRUE,Moniriyeh,16,68233.33
64,2,TRUE,TRUE,TRUE,Saadat Abad,9,106666.67
89,2,TRUE,TRUE,TRUE,Northern Janatabad,41,103333.33
135,3,TRUE,TRUE,TRUE,Zaferanieh,78,393333.33
75,2,FALSE,FALSE,FALSE,Air force,107,55000
105,2,TRUE,TRUE,TRUE,Air force,107,133000
320,4,TRUE,TRUE,TRUE,Saadat Abad,9,1333333.33
111,2,TRUE,TRUE,TRUE,Saadat Abad,9,226666.67
133,3,TRUE,TRUE,TRUE,Sohanak,108,248266.67
65,1,TRUE,TRUE,FALSE,Saadat Abad,9,108333.33
65,1,FALSE,TRUE,TRUE,Lavizan,53,88333.33
112,2,TRUE,TRUE,TRUE,Gheitarieh,70,273333.33
147,3,TRUE,TRUE,TRUE,Ekhtiarieh,86,280000
150,3,TRUE,TRUE,TRUE,Saadat Abad,9,400000
67,1,TRUE,TRUE,TRUE,Southern Janatabad,19,115000
220,3,TRUE,TRUE,TRUE,Ekhtiarieh,86,500000
66,2,TRUE,TRUE,TRUE,Narmak,8,83666.67
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,67,62666.67
180,3,TRUE,TRUE,TRUE,Aqdasieh,33,420000
103,2,TRUE,TRUE,TRUE,Saadat Abad,9,173333.33
115,2,TRUE,TRUE,TRUE,Pasdaran,68,366666.67
115,2,TRUE,TRUE,TRUE,Andisheh,6,63333.33
150,3,TRUE,TRUE,TRUE,Narmak,8,280000
78,2,TRUE,TRUE,TRUE,Qasr-od-Dasht,32,66666.67
100,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,33333.33
58,1,TRUE,TRUE,TRUE,Punak,31,88333.33
90,2,TRUE,TRUE,TRUE,Punak,31,140000
235,3,TRUE,TRUE,TRUE,Gheitarieh,70,800000
48,1,TRUE,TRUE,TRUE,Punak,31,75000
70,2,TRUE,TRUE,TRUE,Punak,31,93333.33
86,2,TRUE,TRUE,TRUE,Punak,31,140000
79,2,TRUE,TRUE,TRUE,Pardis,2,18333.33
88,2,TRUE,TRUE,TRUE,Central Janatabad,36,120000
145,3,TRUE,TRUE,TRUE,Qalandari,82,433333.33
64,2,TRUE,TRUE,FALSE,Jeyhoon,700,50000
135,3,TRUE,TRUE,TRUE,Saadat Abad,9,382500
50,1,FALSE,TRUE,FALSE,Pirouzi,12,42000
87,2,TRUE,TRUE,TRUE,Pardis,2,18000
84,2,TRUE,TRUE,TRUE,Pardis,2,18333.33
300,4,TRUE,TRUE,TRUE,Zaferanieh,78,1400000
137,3,TRUE,TRUE,TRUE,Zaferanieh,78,333333.33
105,2,TRUE,TRUE,TRUE,Velenjak,17,316666.67
145,2,TRUE,TRUE,TRUE,Zaferanieh,78,366666.67
84,2,TRUE,TRUE,TRUE,Pardis,2,18666.67
170,2,TRUE,TRUE,TRUE,Zaferanieh,78,1066666.67
157,3,TRUE,TRUE,TRUE,Zaferanieh,78,493333.33
170,3,TRUE,TRUE,TRUE,Zaferanieh,78,633333.33
283,3,TRUE,TRUE,TRUE,Zaferanieh,78,990000
84,2,TRUE,TRUE,TRUE,Pardis,2,18000
84,2,TRUE,TRUE,TRUE,Pardis,2,18333.33
80,2,TRUE,TRUE,FALSE,Northern Janatabad,41,108333.33
863,2,TRUE,TRUE,TRUE,Gheitarieh,70,261000
125,2,TRUE,TRUE,TRUE,Kamranieh,71,290000
65,2,TRUE,TRUE,TRUE,Punak,31,78333.33
105,2,TRUE,TRUE,TRUE,Southern Janatabad,19,176666.67
170,3,TRUE,TRUE,TRUE,Farmanieh,29,623333.33
230,3,TRUE,TRUE,TRUE,Ekhtiarieh,86,643333.33
200,3,TRUE,TRUE,TRUE,Pasdaran,68,733333.33
150,3,TRUE,TRUE,TRUE,Pasdaran,68,433333.33
93,2,TRUE,TRUE,TRUE,Central Janatabad,36,155000
110,2,TRUE,TRUE,TRUE,Central Janatabad,36,150000
415,5,TRUE,TRUE,TRUE,Niavaran,80,1798333.33
95,2,TRUE,TRUE,TRUE,Saadat Abad,9,190000
128,3,TRUE,TRUE,TRUE,Ekhtiarieh,86,298666.67
140,2,TRUE,TRUE,TRUE,Saadat Abad,9,280000
86,2,TRUE,TRUE,TRUE,Southern Janatabad,19,106666.67
70,2,TRUE,TRUE,TRUE,Saadat Abad,9,130000
173,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,317166.67
72,2,TRUE,TRUE,TRUE,Southern Janatabad,19,105000
73,2,TRUE,TRUE,TRUE,Saadat Abad,9,130000
75,1,TRUE,TRUE,TRUE,Central Janatabad,36,106666.67
68,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,90000
88,2,TRUE,TRUE,TRUE,Pardis,2,63333.33
111,2,TRUE,TRUE,TRUE,Saadat Abad,9,188700
80,2,TRUE,TRUE,TRUE,Central Janatabad,36,141333.33
200,4,TRUE,TRUE,TRUE,Saadat Abad,9,500000
210,4,TRUE,TRUE,TRUE,Saadat Abad,9,516666.67
162,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,405000
150,3,TRUE,TRUE,TRUE,Ekhtiarieh,86,400000
82,2,TRUE,TRUE,TRUE,Pardis,2,36666.67
130,3,TRUE,TRUE,TRUE,Pasdaran,68,370000
76,2,TRUE,TRUE,TRUE,Saadat Abad,9,133333.33
96,2,TRUE,TRUE,TRUE,Shahrake Gharb,4,160000
103,2,TRUE,TRUE,TRUE,Saadat Abad,9,173333.33
135,3,TRUE,FALSE,TRUE,Saadat Abad,9,290000
140,2,TRUE,TRUE,TRUE,Shahrake Gharb,4,420000
165,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,493333.33
120,2,TRUE,TRUE,TRUE,Shahrake Qods,3,35000
160,2,TRUE,TRUE,TRUE,Pardis,2,66666.67
150,3,TRUE,TRUE,TRUE,Gheitarieh,70,300000
51,1,FALSE,TRUE,TRUE,Pirouzi,12,43333.33
75,1,TRUE,TRUE,TRUE,Ekhtiarieh,86,130000
180,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,330000
93,2,TRUE,TRUE,TRUE,Shahrake Qods,3,39370
84,2,TRUE,TRUE,TRUE,Shahrake Qods,3,38360
92,2,FALSE,TRUE,TRUE,Shahrake Qods,3,33733.33
105,2,TRUE,TRUE,TRUE,Shahrake Qods,3,45500
67,2,TRUE,TRUE,FALSE,Central Janatabad,36,80000
100,2,TRUE,TRUE,TRUE,Ekhtiarieh,86,183333.33
170,3,TRUE,TRUE,TRUE,Pasdaran,68,360000
162,3,TRUE,TRUE,TRUE,Pasdaran,68,253333.33
43,1,TRUE,TRUE,TRUE,Shahran,1,69333.33
150,3,TRUE,TRUE,TRUE,Gheitarieh,70,416666.67
245,3,TRUE,TRUE,TRUE,Farmanieh,29,735000
93,2,TRUE,TRUE,TRUE,Northern Janatabad,41,138000
60,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,9833.33
128,3,TRUE,TRUE,TRUE,Gheitarieh,70,310000
87,2,TRUE,TRUE,TRUE,Pardis,2,26500
100,2,TRUE,TRUE,TRUE,Heravi,73,183333.33
124,2,TRUE,TRUE,TRUE,Heravi,73,234666.67
156,3,TRUE,TRUE,TRUE,Abazar,92,313333.33
171,3,TRUE,TRUE,TRUE,Gheitarieh,70,466666.67
58,2,TRUE,TRUE,FALSE,Central Janatabad,36,69333.33
88,2,TRUE,TRUE,TRUE,Amirieh,18,67466.67
190,3,TRUE,TRUE,TRUE,Niavaran,80,823333.33
61,1,TRUE,TRUE,FALSE,Central Janatabad,36,72666.67
165,3,TRUE,TRUE,TRUE,Niavaran,80,573333.33
235,3,TRUE,TRUE,TRUE,Gheitarieh,70,883333.33
87,2,TRUE,TRUE,TRUE,Pardis,2,22333.33
121,3,TRUE,TRUE,TRUE,Pardis,2,21000
105,2,TRUE,TRUE,TRUE,Pardis,2,31833.33
100,3,TRUE,TRUE,TRUE,Pardis,2,16666.67
105,2,TRUE,TRUE,TRUE,Pardis,2,32666.67
69,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,68333.33
115,2,TRUE,TRUE,TRUE,Shahrake Gharb,4,433333.33
157,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,616666.67
145,3,TRUE,TRUE,TRUE,Heravi,73,251366.67
160,3,TRUE,TRUE,TRUE,Velenjak,17,356666.67
261,4,TRUE,TRUE,TRUE,Zaferanieh,78,866666.67
145,3,TRUE,TRUE,TRUE,Zaferanieh,78,366666.67
51,1,FALSE,TRUE,TRUE,Pirouzi,12,42500
87,2,TRUE,TRUE,TRUE,Pardis,2,16333.33
116,2,TRUE,TRUE,TRUE,Dehkade Olampic,75,145000
95,2,TRUE,TRUE,TRUE,Jeyhoon,700,76000
75,2,TRUE,TRUE,TRUE,Jeyhoon,700,75000
86,2,TRUE,TRUE,TRUE,Komeil,109,65933.33
95,2,TRUE,TRUE,TRUE,Punak,31,140000
88,2,TRUE,TRUE,TRUE,Valiasr,81,67466.67
93,2,TRUE,TRUE,TRUE,Amir Bahador,85,71300
70,2,TRUE,TRUE,TRUE,Amirieh,18,54333.33
140,3,TRUE,TRUE,TRUE,Saadat Abad,9,326666.67
81,2,TRUE,TRUE,TRUE,Central Janatabad,36,133333.33
109,2,TRUE,TRUE,TRUE,Shahran,1,116666.67
122,2,TRUE,TRUE,TRUE,Aqdasieh,33,233333.33
70,1,TRUE,TRUE,TRUE,Central Janatabad,36,103333.33
53,1,TRUE,TRUE,FALSE,East Ferdows Boulevard,37,64000
45,1,FALSE,FALSE,FALSE,Ostad Moein,28,40000
58,1,TRUE,TRUE,FALSE,Punak,31,63333.33
140,3,TRUE,TRUE,TRUE,Dehkade Olampic,75,146666.67
100,2,TRUE,TRUE,TRUE,Kook,404,119333.33
96,2,TRUE,TRUE,TRUE,Azadshahr,110,125000
79,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,95000
125,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,125000
75,2,TRUE,TRUE,TRUE,Northern Janatabad,41,101666.67
145,2,TRUE,TRUE,TRUE,Azadshahr,110,150000
102,2,TRUE,TRUE,FALSE,Railway,35,150666.67
115,2,TRUE,TRUE,TRUE,Zibadasht,111,145000
140,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,283333.33
66,1,TRUE,TRUE,TRUE,Punak,31,110000
161,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,278333.33
102,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,150000
145,4,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,170000
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,99000
78,2,TRUE,TRUE,TRUE,Parand,30,15333.33
90,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,105000
66,1,TRUE,TRUE,FALSE,Ostad Moein,28,36333.33
48,1,TRUE,TRUE,TRUE,Jeyhoon,700,27000
85,2,TRUE,TRUE,TRUE,Shahran,1,106666.67
63,1,TRUE,TRUE,TRUE,Salsabil,20,66666.67
105,2,TRUE,TRUE,TRUE,Dehkade Olampic,75,34500
55,1,TRUE,TRUE,FALSE,Komeil,109,36333.33
103,2,TRUE,TRUE,TRUE,Northern Chitgar,104,34500
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,333333.33
101,2,TRUE,TRUE,TRUE,Southern Chitgar,100,34500
106,2,TRUE,TRUE,FALSE,Islamshahr,11,41500
100,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,34500
77,2,TRUE,TRUE,TRUE,Shahran,1,88333.33
66,2,TRUE,TRUE,TRUE,Central Janatabad,36,90000
105,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,120000
118,2,TRUE,TRUE,TRUE,Shahran,1,130000
151,3,TRUE,TRUE,TRUE,Shahrake Qods,3,50333.33
86,2,TRUE,TRUE,TRUE,Pardis,2,16666.67
85,2,TRUE,TRUE,TRUE,Pardis,2,20000
86,2,TRUE,TRUE,TRUE,Pardis,2,25000
86,2,TRUE,TRUE,TRUE,Pardis,2,20000
75,2,TRUE,TRUE,TRUE,Central Janatabad,36,110000
200,3,TRUE,TRUE,TRUE,Farmanieh,29,666666.67
46,1,TRUE,TRUE,FALSE,Andisheh,6,15000
98,2,TRUE,TRUE,TRUE,Pardis,2,19000
90,2,TRUE,TRUE,TRUE,Zaferanieh,78,223333.33
70,2,TRUE,TRUE,TRUE,Southern Janatabad,19,98333.33
40,1,TRUE,TRUE,TRUE,Andisheh,6,11666.67
58,1,TRUE,TRUE,TRUE,North Program Organization,5,91666.67
90,2,TRUE,TRUE,TRUE,Amirabad,112,153000
78,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,110000
200,3,TRUE,TRUE,TRUE,Niavaran,80,666666.67
82,2,TRUE,TRUE,TRUE,Dorous,48,140000
115,3,TRUE,TRUE,TRUE,Gheitarieh,70,249500
125,2,TRUE,TRUE,TRUE,Dezashib,121,375000
107,2,TRUE,TRUE,TRUE,Pasdaran,68,306666.67
55,1,FALSE,TRUE,FALSE,Karoon,103,28333.33
50,1,TRUE,TRUE,TRUE,Salsabil,20,50000
75,2,TRUE,TRUE,TRUE,Pardis,2,2000
420,5,TRUE,TRUE,FALSE,Andisheh,6,366666.67
225,4,TRUE,TRUE,FALSE,Andisheh,6,183333.33
230,3,TRUE,TRUE,TRUE,Heravi,73,460000
147,3,TRUE,TRUE,TRUE,Elahieh,123,383333.33
97,2,TRUE,TRUE,TRUE,Pardis,2,30000
145,3,TRUE,TRUE,TRUE,Dezashib,121,410000
50,1,TRUE,TRUE,FALSE,Narmak,8,58333.33
117,2,TRUE,TRUE,TRUE,Heravi,73,203333.33
72,1,TRUE,TRUE,FALSE,Andisheh,6,24333.33
161,3,TRUE,TRUE,TRUE,Dorous,48,433333.33
400,5,TRUE,TRUE,TRUE,Ekhtiarieh,86,616666.67
230,3,TRUE,TRUE,TRUE,Farmanieh,29,766666.67
170,3,TRUE,TRUE,TRUE,Heravi,73,265000
57,1,TRUE,TRUE,TRUE,Shahran,1,65000
115,3,TRUE,TRUE,TRUE,Farmanieh,29,270000
50,1,TRUE,TRUE,TRUE,Pirouzi,12,40000
84,2,TRUE,TRUE,FALSE,Parand,30,28333.33
78,2,FALSE,TRUE,FALSE,Shahrake Qods,3,19333.33
64,2,TRUE,TRUE,FALSE,Andisheh,6,32000
113,2,TRUE,TRUE,TRUE,Punak,31,216666.67
175,3,TRUE,TRUE,TRUE,Heravi,73,315000
111,2,TRUE,TRUE,TRUE,Heravi,73,201666.67
128,3,TRUE,TRUE,TRUE,Heravi,73,216666.67
200,4,TRUE,TRUE,TRUE,Gheitarieh,70,466666.67
131,2,TRUE,TRUE,TRUE,Saadat Abad,9,266000
105,3,TRUE,TRUE,TRUE,Heravi,73,200000
87,2,TRUE,TRUE,TRUE,Pardis,2,21666.67
61,2,TRUE,TRUE,FALSE,Salsabil,20,36666.67
140,3,TRUE,TRUE,TRUE,Ozgol,91,210000
185,3,TRUE,TRUE,TRUE,Zargandeh,21,300000
122,2,TRUE,TRUE,TRUE,Saadat Abad,9,263333.33
69,2,TRUE,TRUE,TRUE,Mirdamad,127,126500
95,2,TRUE,TRUE,TRUE,Punak,31,223333.33
90,2,TRUE,TRUE,TRUE,Abbasabad,27,133333.33
57,1,TRUE,TRUE,TRUE,Ostad Moein,28,53333.33
400,3,TRUE,TRUE,FALSE,Amirabad,112,66666.67
81,2,TRUE,TRUE,FALSE,Andisheh,6,36990
94,2,TRUE,TRUE,TRUE,Andisheh,6,41666.67
134,2,TRUE,TRUE,TRUE,Kahrizak,57,53600
74,2,FALSE,FALSE,TRUE,Parand,30,10500
44,1,TRUE,TRUE,FALSE,Andisheh,6,19500
100,2,TRUE,TRUE,TRUE,Qasr-od-Dasht,32,108333.33
175,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,310000
54,2,TRUE,TRUE,FALSE,Shahran,1,61666.67
96,2,TRUE,TRUE,TRUE,Amirieh,18,73666.67
90,2,TRUE,TRUE,TRUE,Karoon,103,80000
90,2,TRUE,TRUE,TRUE,Shahran,1,105666.67
68,2,FALSE,FALSE,FALSE,Karoon,103,36666.67
68,2,FALSE,FALSE,FALSE,Karoon,103,36666.67
90,2,TRUE,TRUE,TRUE,Shahran,1,106666.67
97,2,TRUE,TRUE,TRUE,Punak,31,156666.67
78,2,TRUE,TRUE,FALSE,Punak,31,91000
125,3,TRUE,TRUE,TRUE,Shahran,1,185000
97,2,TRUE,TRUE,TRUE,Farmanieh,29,198333.33
100,2,TRUE,TRUE,TRUE,Farmanieh,29,206666.67
63,2,TRUE,TRUE,TRUE,Feiz Garden,22,70000
57,1,TRUE,TRUE,TRUE,Punak,31,66666.67
80,2,TRUE,TRUE,TRUE,Razi,125,46333.33
88,2,TRUE,TRUE,TRUE,Razi,125,52466.67
94,2,TRUE,TRUE,TRUE,Razi,125,57066.67
109,3,TRUE,TRUE,TRUE,Feiz Garden,22,141000
78,2,TRUE,TRUE,TRUE,Heravi,73,110000
250,3,TRUE,TRUE,TRUE,Niavaran,80,1083333.33
140,3,TRUE,TRUE,TRUE,Heravi,73,226666.67
100,2,TRUE,TRUE,TRUE,Pardis,2,16666.67
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,105000
85,2,TRUE,TRUE,TRUE,Parand,30,38333.33
83,2,TRUE,TRUE,TRUE,East Pars,105,85833.33
100,2,TRUE,TRUE,TRUE,Pasdaran,68,183333.33
60,2,TRUE,TRUE,TRUE,Pasdaran,68,115000
82,2,TRUE,TRUE,TRUE,Narmak,8,101666.67
150,3,TRUE,TRUE,TRUE,Beryanak,63,93333.33
49,1,TRUE,TRUE,FALSE,Islamshahr,11,15333.33
216,4,TRUE,TRUE,FALSE,Andisheh,6,190000
77,2,FALSE,FALSE,FALSE,Parand,30,14666.67
63,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,69333.33
125,3,TRUE,TRUE,FALSE,Parand,30,43333.33
45,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,63333.33
135,3,TRUE,TRUE,TRUE,Qalandari,82,250000
80,2,TRUE,FALSE,TRUE,Qalandari,82,156666.67
155,3,TRUE,TRUE,TRUE,Gheitarieh,70,326666.67
125,3,TRUE,TRUE,TRUE,Punak,31,210000
95,2,TRUE,TRUE,TRUE,Qalandari,82,208333.33
85,2,TRUE,TRUE,TRUE,Qalandari,82,150000
110,2,TRUE,TRUE,TRUE,Qalandari,82,270000
680,5,TRUE,TRUE,FALSE,Ekhtiarieh,86,2720000
63,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,78333.33
60,1,TRUE,TRUE,TRUE,Saadat Abad,9,120000
210,3,TRUE,TRUE,TRUE,Gheitarieh,70,466666.67
145,3,TRUE,TRUE,TRUE,Gheitarieh,70,386666.67
171,3,TRUE,TRUE,TRUE,Jordan,124,296666.67
55,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,61000
140,3,TRUE,TRUE,TRUE,Jordan,124,256666.67
147,3,TRUE,TRUE,TRUE,Jordan,124,290000
83,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,80000
105,2,TRUE,TRUE,TRUE,Pardis,2,17133.33
55,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,66666.67
750,5,TRUE,TRUE,TRUE,Mahmoudieh,131,2500000
62,2,TRUE,TRUE,TRUE,Punak,31,70000
55,1,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,62,63333.33
89,2,TRUE,TRUE,TRUE,Central Janatabad,36,120666.67
202,3,TRUE,TRUE,TRUE,Air force,107,249133.33
51,1,TRUE,TRUE,FALSE,Southern Janatabad,19,57333.33
400,1,TRUE,FALSE,FALSE,Shahedshahr,500,100000
145,3,TRUE,TRUE,TRUE,Punak,31,253333.33
115,3,TRUE,TRUE,TRUE,Punak,31,166666.67
130,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,281666.67
62,1,FALSE,TRUE,FALSE,Qasr-od-Dasht,32,31666.67
94,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,105333.33
87,2,TRUE,TRUE,TRUE,Pardis,2,24200
51,2,FALSE,TRUE,TRUE,Komeil,109,35000
95,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,95666.67
80,2,TRUE,TRUE,TRUE,Jeyhoon,700,71666.67
145,3,TRUE,TRUE,TRUE,Punak,31,143333.33
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,310000
88,2,TRUE,TRUE,TRUE,Ekbatan,87,131333.33
175,3,TRUE,TRUE,TRUE,Gheitarieh,70,507500
94,2,TRUE,TRUE,TRUE,Shahran,1,156666.67
89,2,TRUE,TRUE,TRUE,Ekhtiarieh,86,110000
62,2,TRUE,TRUE,FALSE,Pasdaran,68,113333.33
136,3,TRUE,TRUE,TRUE,Punak,31,251666.67
60,1,TRUE,TRUE,TRUE,Feiz Garden,22,81666.67
120,3,TRUE,TRUE,TRUE,Southern Janatabad,19,166666.67
137,3,TRUE,TRUE,TRUE,Pakdasht,34,58333.33
160,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,416666.67
110,2,TRUE,TRUE,TRUE,Saadat Abad,9,293333.33
71,2,TRUE,TRUE,FALSE,Andisheh,6,31333.33
155,3,TRUE,TRUE,TRUE,Shahrake Gharb,4,333333.33
80,2,TRUE,TRUE,FALSE,Andisheh,6,37000
84,3,TRUE,TRUE,TRUE,Andisheh,6,53000
77,2,TRUE,TRUE,TRUE,Gheitarieh,70,184800
74,2,TRUE,TRUE,TRUE,Shahran,1,136666.67
130,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,180000
70,2,TRUE,TRUE,TRUE,Southern Janatabad,19,80000
75,2,FALSE,TRUE,TRUE,Parand,30,12966.67
83,2,TRUE,FALSE,TRUE,Pasdaran,68,166666.67
65,1,TRUE,TRUE,TRUE,Central Janatabad,36,116666.67
62,1,FALSE,TRUE,FALSE,Qasr-od-Dasht,32,36666.67
140,3,TRUE,TRUE,TRUE,Southern Chitgar,100,49466.67
235,3,TRUE,TRUE,TRUE,Gheitarieh,70,863333.33
102,2,TRUE,TRUE,TRUE,Gheitarieh,70,270000
138,3,TRUE,TRUE,TRUE,Kahrizak,57,41400
49,1,TRUE,TRUE,FALSE,Andisheh,6,12666.67
250,3,TRUE,TRUE,FALSE,Niavaran,80,1500000
48,1,TRUE,TRUE,FALSE,Salsabil,20,33166.67
68,2,TRUE,TRUE,FALSE,Pirouzi,12,51666.67
128,3,TRUE,TRUE,TRUE,Marzdaran,47,173333.33
60,1,TRUE,TRUE,TRUE,Pirouzi,12,46000
85,2,TRUE,TRUE,TRUE,Northern Janatabad,41,106666.67
85,2,TRUE,TRUE,TRUE,Islamshahr,11,18833.33
78,2,TRUE,FALSE,FALSE,Islamshahr,11,18333.33
38,1,TRUE,TRUE,FALSE,Pirouzi,12,28333.33
92,2,TRUE,FALSE,TRUE,Pirouzi,12,92000
95,2,TRUE,TRUE,TRUE,Shahran,1,155000
105,3,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,130000
92,2,FALSE,FALSE,TRUE,Pardis,2,18333.33
85,2,TRUE,TRUE,TRUE,Yaftabad,501,41666.67
161,3,TRUE,TRUE,TRUE,Gheitarieh,70,511666.67
85,2,TRUE,TRUE,TRUE,Yaftabad,501,41666.67
50,1,TRUE,FALSE,TRUE,Ray,26,25000
54,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,37,71666.67
100,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,67,126666.67
